Data_de_Venda,Nome_do_Produto,Quantidade_Vendida,Preço_Unitário,Região_de_Venda,Promoção_Ativa
2024-09-01,Fralda XG,29,31.59,Sul,Não
2024-09-01,Fralda P,9,24.82,Nordeste,Não
2024-09-01,Papel Higiênico 30m,56,5.65,Sul,Não
2024-09-01,Papel Higiênico 40m,14,7.07,Sudeste,Não
2024-09-01,Papel Higiênico 30m,63,5.81,Nordeste,Não
2024-09-01,Fralda G,6,30.55,Nordeste,Sim
2024-09-01,Papel Higiênico 30m,1,5.79,Sul,Não
2024-09-01,Papel Toalha FD,75,6.37,Sudeste,Não
2024-09-01,Papel Higiênico 50m,7,7.84,Nordeste,Não
2024-09-01,Lenço Umedecido,1,4.8,Centro-Oeste,Não
2024-09-01,Fralda G,1,29.49,Sudeste,Não
2024-09-01,Fralda P,8,26.64,Centro-Oeste,Não
2024-09-01,Papel Higiênico 50m,54,7.97,Sudeste,Não
2024-09-01,Papel Toalha FD,38,6.56,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,11,6.52,Sudeste,Não
2024-09-01,Fralda P,10,27.66,Sudeste,Sim
2024-09-01,Papel Toalha FD,38,7.42,Sul,Não
2024-09-01,Papel Toalha FT,16,8.32,Sudeste,Sim
2024-09-01,Papel Toalha FD,89,6.94,Sudeste,Não
2024-09-01,Papel Toalha FD,14,7.48,Sudeste,Não
2024-09-01,Lenço Umedecido,39,4.52,Sudeste,Não
2024-09-01,Papel Toalha FT,8,8.05,Norte,Não
2024-09-01,Papel Higiênico 30m,47,5.86,Sudeste,Não
2024-09-01,Lenço Umedecido,62,5.53,Sudeste,Não
2024-09-01,Papel Higiênico 40m,7,6.12,Sul,Sim
2024-09-01,Papel Toalha FD,31,7.34,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,4,5.98,Centro-Oeste,Não
2024-09-01,Fralda P,2,24.05,Sul,Não
2024-09-01,Papel Toalha FD,215,7.34,Norte,Sim
2024-09-01,Papel Toalha FD,91,7.21,Sudeste,Não
2024-09-01,Lenço Umedecido,5,5.21,Nordeste,Não
2024-09-01,Fralda P,40,26.87,Nordeste,Sim
2024-09-01,Fralda M,23,27.14,Sudeste,Não
2024-09-01,Fralda M,9,28.12,Sul,Sim
2024-09-01,Papel Higiênico 30m,21,5.74,Sul,Não
2024-09-01,Papel Higiênico 30m,9,5.66,Sudeste,Não
2024-09-01,Papel Higiênico 30m,3,6.04,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,33,5.85,Sudeste,Não
2024-09-01,Papel Higiênico 40m,35,6.48,Sudeste,Não
2024-09-01,Fralda M,64,28.85,Norte,Não
2024-09-01,Papel Higiênico 50m,38,7.58,Sudeste,Não
2024-09-01,Papel Higiênico 40m,2,6.7,Nordeste,Não
2024-09-01,Papel Higiênico 30m,27,6.01,Sudeste,Não
2024-09-01,Fralda M,3,27.15,Nordeste,Sim
2024-09-01,Papel Higiênico 30m,46,5.37,Norte,Não
2024-09-01,Fralda M,54,29.58,Norte,Não
2024-09-01,Papel Higiênico 30m,46,5.46,Sudeste,Não
2024-09-01,Papel Higiênico 40m,3,7.05,Nordeste,Não
2024-09-01,Fralda G,123,28.5,Norte,Não
2024-09-01,Papel Toalha FT,74,7.73,Norte,Não
2024-09-01,Fralda XG,22,32.21,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,38,5.26,Nordeste,Sim
2024-09-01,Papel Higiênico 30m,63,5.37,Sul,Não
2024-09-01,Papel Toalha FD,2,6.78,Sudeste,Não
2024-09-01,Lenço Umedecido,7,4.54,Sudeste,Não
2024-09-01,Papel Toalha FT,36,7.69,Sudeste,Não
2024-09-01,Papel Toalha FD,100,7.17,Sudeste,Não
2024-09-01,Papel Higiênico 30m,253,5.17,Sudeste,Sim
2024-09-01,Papel Higiênico 30m,67,5.57,Norte,Sim
2024-09-01,Papel Higiênico 30m,39,5.56,Sul,Sim
2024-09-01,Papel Higiênico 30m,48,5.67,Sudeste,Não
2024-09-01,Fralda M,31,27.13,Sudeste,Sim
2024-09-01,Papel Toalha FD,18,6.54,Nordeste,Sim
2024-09-01,Papel Higiênico 30m,14,5.67,Nordeste,Não
2024-09-01,Fralda XG,20,30.51,Nordeste,Não
2024-09-01,Papel Higiênico 50m,40,7.93,Norte,Não
2024-09-01,Papel Higiênico 40m,15,6.15,Nordeste,Não
2024-09-01,Fralda M,8,29.77,Nordeste,Não
2024-09-01,Papel Higiênico 30m,15,5.52,Norte,Não
2024-09-01,Fralda XG,40,30.73,Sudeste,Não
2024-09-01,Fralda P,91,27.22,Sudeste,Não
2024-09-01,Lenço Umedecido,17,4.81,Sul,Não
2024-09-01,Papel Higiênico 40m,22,6.66,Norte,Não
2024-09-01,Papel Toalha FT,3,7.42,Sudeste,Não
2024-09-01,Papel Higiênico 30m,51,5.75,Sudeste,Não
2024-09-01,Papel Higiênico 40m,38,5.62,Sul,Não
2024-09-01,Fralda M,13,25.73,Sudeste,Sim
2024-09-01,Fralda XG,28,31.55,Sudeste,Não
2024-09-01,Lenço Umedecido,32,5.17,Sudeste,Não
2024-09-01,Lenço Umedecido,10,4.43,Sudeste,Não
2024-09-01,Papel Higiênico 30m,16,5.68,Sudeste,Não
2024-09-01,Fralda M,17,27.73,Sul,Sim
2024-09-01,Lenço Umedecido,31,4.57,Norte,Não
2024-09-01,Papel Higiênico 30m,43,5.51,Norte,Não
2024-09-01,Papel Higiênico 40m,45,6.47,Sudeste,Não
2024-09-01,Fralda G,18,29.81,Sudeste,Não
2024-09-01,Papel Higiênico 50m,14,7.78,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,183,5.3,Sul,Não
2024-09-01,Fralda P,19,25.19,Sudeste,Não
2024-09-01,Fralda P,4,25.64,Centro-Oeste,Não
2024-09-01,Papel Higiênico 50m,31,7.18,Sudeste,Não
2024-09-01,Papel Higiênico 30m,110,5.7,Sudeste,Não
2024-09-01,Papel Higiênico 30m,9,5.91,Sudeste,Não
2024-09-01,Papel Higiênico 30m,48,5.42,Sudeste,Não
2024-09-01,Fralda P,20,26.09,Sudeste,Não
2024-09-01,Papel Higiênico 40m,51,7.12,Sudeste,Sim
2024-09-01,Fralda XG,83,32.39,Centro-Oeste,Sim
2024-09-01,Papel Higiênico 40m,109,5.95,Sudeste,Não
2024-09-01,Fralda M,9,25.03,Sudeste,Não
2024-09-01,Fralda G,47,28.24,Sul,Não
2024-09-01,Papel Toalha FT,19,8.11,Sudeste,Não
2024-09-01,Papel Higiênico 40m,199,6.24,Sudeste,Sim
2024-09-01,Fralda G,84,30.07,Sudeste,Não
2024-09-01,Fralda G,49,31.77,Nordeste,Não
2024-09-01,Papel Higiênico 40m,18,5.71,Sul,Não
2024-09-01,Papel Higiênico 50m,16,7.76,Sudeste,Não
2024-09-01,Papel Toalha FD,125,7.21,Nordeste,Não
2024-09-01,Papel Toalha FT,70,8.12,Norte,Não
2024-09-01,Fralda G,34,29.37,Nordeste,Sim
2024-09-01,Papel Toalha FD,94,6.97,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,7,5.85,Nordeste,Não
2024-09-01,Lenço Umedecido,15,4.93,Sudeste,Não
2024-09-01,Papel Higiênico 50m,25,7.05,Centro-Oeste,Não
2024-09-01,Papel Toalha FD,35,7.07,Sul,Não
2024-09-01,Papel Higiênico 30m,35,5.62,Sudeste,Sim
2024-09-01,Fralda M,5,26.82,Norte,Não
2024-09-01,Fralda G,97,29.83,Norte,Não
2024-09-01,Papel Higiênico 30m,43,5.82,Sudeste,Não
2024-09-01,Papel Higiênico 30m,31,5.51,Sudeste,Não
2024-09-01,Papel Higiênico 30m,67,5.37,Sul,Não
2024-09-01,Fralda G,82,29.53,Sudeste,Não
2024-09-01,Papel Toalha FT,6,8.12,Nordeste,Não
2024-09-01,Fralda M,66,30.75,Sudeste,Não
2024-09-01,Fralda G,19,29.72,Sudeste,Não
2024-09-01,Papel Higiênico 30m,14,5.39,Sudeste,Não
2024-09-01,Papel Higiênico 40m,14,6.38,Sul,Sim
2024-09-01,Fralda M,46,27.69,Sudeste,Não
2024-09-01,Papel Higiênico 30m,18,5.14,Sul,Não
2024-09-01,Papel Higiênico 30m,42,5.91,Nordeste,Não
2024-09-01,Fralda M,16,26.04,Sudeste,Não
2024-09-01,Papel Toalha FD,73,7.22,Nordeste,Não
2024-09-01,Fralda P,114,26.28,Nordeste,Não
2024-09-01,Lenço Umedecido,16,5.36,Sudeste,Não
2024-09-01,Papel Toalha FD,9,6.99,Sudeste,Não
2024-09-01,Lenço Umedecido,69,4.96,Nordeste,Não
2024-09-01,Papel Toalha FD,5,6.5,Sudeste,Não
2024-09-01,Papel Higiênico 50m,29,7.92,Sudeste,Sim
2024-09-01,Papel Higiênico 50m,17,7.77,Sudeste,Não
2024-09-01,Papel Toalha FD,11,6.73,Nordeste,Não
2024-09-01,Fralda M,19,26.88,Sul,Sim
2024-09-01,Fralda P,63,25.11,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,10,5.64,Nordeste,Sim
2024-09-01,Papel Higiênico 30m,5,5.26,Sudeste,Sim
2024-09-01,Papel Higiênico 30m,11,4.9,Nordeste,Sim
2024-09-01,Papel Higiênico 30m,21,5.17,Sudeste,Não
2024-09-01,Fralda P,66,23.9,Centro-Oeste,Não
2024-09-01,Papel Higiênico 50m,31,7.62,Sul,Não
2024-09-01,Papel Higiênico 30m,180,5.95,Sudeste,Não
2024-09-01,Papel Higiênico 50m,35,7.49,Sudeste,Sim
2024-09-01,Fralda P,17,24.64,Centro-Oeste,Sim
2024-09-01,Papel Higiênico 30m,58,5.47,Sudeste,Sim
2024-09-01,Lenço Umedecido,5,4.3,Sudeste,Não
2024-09-01,Papel Higiênico 30m,37,5.1,Sudeste,Não
2024-09-01,Papel Higiênico 30m,31,5.14,Sudeste,Não
2024-09-01,Fralda P,24,27.4,Centro-Oeste,Não
2024-09-01,Papel Higiênico 40m,3,6.93,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,4,5.66,Sudeste,Não
2024-09-01,Fralda G,28,30.21,Sudeste,Não
2024-09-01,Lenço Umedecido,6,4.4,Sudeste,Não
2024-09-01,Papel Toalha FD,41,6.94,Sudeste,Não
2024-09-01,Fralda M,64,27.25,Sudeste,Não
2024-09-01,Fralda M,20,27.64,Nordeste,Não
2024-09-01,Fralda P,28,26.15,Sudeste,Não
2024-09-01,Papel Toalha FT,18,7.86,Nordeste,Não
2024-09-01,Fralda P,26,25.23,Sudeste,Não
2024-09-01,Papel Higiênico 40m,53,6.68,Sul,Sim
2024-09-01,Fralda P,35,27.95,Sul,Não
2024-09-01,Papel Higiênico 30m,31,5.22,Norte,Sim
2024-09-01,Papel Higiênico 50m,25,7.86,Sudeste,Não
2024-09-01,Fralda G,152,30.1,Sul,Sim
2024-09-01,Fralda M,11,28.04,Sudeste,Não
2024-09-01,Papel Higiênico 30m,34,5.59,Sudeste,Não
2024-09-01,Papel Higiênico 30m,3,5.66,Centro-Oeste,Não
2024-09-01,Fralda P,21,25.68,Sudeste,Não
2024-09-01,Papel Higiênico 40m,9,6.83,Centro-Oeste,Não
2024-09-01,Papel Toalha FD,5,7.31,Nordeste,Não
2024-09-01,Papel Higiênico 40m,54,6.77,Sul,Não
2024-09-01,Fralda M,26,27.14,Sul,Não
2024-09-01,Papel Higiênico 30m,73,4.69,Sudeste,Não
2024-09-01,Papel Toalha FD,21,6.79,Norte,Não
2024-09-01,Lenço Umedecido,64,4.83,Sul,Não
2024-09-01,Papel Toalha FD,29,6.11,Sudeste,Não
2024-09-01,Papel Higiênico 30m,6,5.35,Sudeste,Não
2024-09-01,Papel Higiênico 30m,98,5.61,Sul,Não
2024-09-01,Papel Higiênico 30m,29,5.68,Sudeste,Não
2024-09-01,Papel Toalha FD,49,7.12,Sudeste,Não
2024-09-01,Papel Toalha FD,27,6.94,Centro-Oeste,Não
2024-09-01,Fralda XG,90,33.63,Nordeste,Não
2024-09-01,Papel Higiênico 30m,10,5.81,Nordeste,Não
2024-09-01,Papel Higiênico 30m,82,5.7,Sudeste,Não
2024-09-01,Lenço Umedecido,20,4.45,Sul,Sim
2024-09-01,Fralda P,3,24.34,Sudeste,Não
2024-09-01,Papel Higiênico 30m,29,5.58,Sudeste,Não
2024-09-01,Papel Higiênico 50m,24,7.53,Nordeste,Sim
2024-09-01,Papel Higiênico 30m,22,5.55,Sudeste,Sim
2024-09-01,Fralda G,3,30.26,Norte,Não
2024-09-01,Papel Toalha FT,7,7.36,Sul,Não
2024-09-01,Papel Higiênico 40m,11,6.48,Sudeste,Não
2024-09-01,Papel Higiênico 30m,134,5.68,Nordeste,Sim
2024-09-01,Papel Higiênico 50m,52,7.81,Sudeste,Não
2024-09-01,Fralda P,12,24.72,Sudeste,Não
2024-09-01,Papel Higiênico 30m,2,5.35,Sudeste,Não
2024-09-01,Papel Higiênico 30m,11,5.59,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,225,5.2,Sul,Sim
2024-09-01,Papel Higiênico 30m,17,5.8,Sul,Não
2024-09-01,Papel Higiênico 30m,2,5.71,Sudeste,Sim
2024-09-01,Papel Higiênico 30m,16,5.22,Sudeste,Não
2024-09-01,Papel Higiênico 30m,32,5.78,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,58,5.7,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,77,6.05,Sul,Não
2024-09-01,Lenço Umedecido,35,5.29,Sudeste,Sim
2024-09-01,Lenço Umedecido,70,4.91,Nordeste,Sim
2024-09-01,Lenço Umedecido,4,5.32,Nordeste,Não
2024-09-01,Lenço Umedecido,30,5.01,Sudeste,Não
2024-09-01,Lenço Umedecido,58,4.53,Sudeste,Não
2024-09-01,Papel Higiênico 30m,47,5.65,Sudeste,Não
2024-09-01,Fralda P,49,27.13,Sul,Não
2024-09-01,Papel Higiênico 40m,95,6.34,Sul,Não
2024-09-01,Papel Toalha FD,6,7.17,Nordeste,Não
2024-09-01,Papel Higiênico 40m,56,6.67,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,5,6.76,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,42,5.95,Nordeste,Sim
2024-09-01,Papel Higiênico 40m,57,5.67,Nordeste,Não
2024-09-01,Fralda G,31,29.66,Sul,Sim
2024-09-01,Papel Higiênico 30m,17,5.46,Norte,Não
2024-09-01,Papel Higiênico 30m,13,5.26,Sudeste,Não
2024-09-01,Papel Toalha FD,21,6.96,Nordeste,Não
2024-09-01,Papel Higiênico 30m,6,5.72,Sul,Não
2024-09-01,Papel Higiênico 30m,63,5.6,Sudeste,Não
2024-09-01,Papel Higiênico 30m,24,5.46,Centro-Oeste,Não
2024-09-01,Fralda P,23,24.92,Norte,Não
2024-09-01,Fralda XG,16,30.79,Centro-Oeste,Não
2024-09-01,Fralda P,3,26.86,Sudeste,Não
2024-09-01,Fralda M,7,26.13,Sudeste,Não
2024-09-01,Papel Toalha FD,15,6.58,Sudeste,Não
2024-09-01,Papel Higiênico 40m,35,6.51,Sudeste,Não
2024-09-01,Lenço Umedecido,48,5.05,Nordeste,Não
2024-09-01,Papel Higiênico 30m,16,5.3,Sul,Sim
2024-09-01,Fralda M,44,26.96,Sul,Não
2024-09-01,Fralda P,9,26.08,Nordeste,Não
2024-09-01,Fralda M,3,27.97,Sudeste,Não
2024-09-01,Papel Toalha FD,1,6.49,Nordeste,Não
2024-09-01,Lenço Umedecido,36,5.01,Nordeste,Não
2024-09-01,Fralda XG,19,30.51,Sudeste,Não
2024-09-01,Papel Higiênico 30m,261,5.53,Centro-Oeste,Não
2024-09-01,Papel Higiênico 40m,25,6.35,Nordeste,Não
2024-09-01,Papel Toalha FD,23,6.25,Nordeste,Não
2024-09-01,Papel Toalha FT,23,7.77,Sudeste,Não
2024-09-01,Papel Toalha FD,1,7.3,Sudeste,Não
2024-09-01,Lenço Umedecido,29,4.96,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,17,5.09,Nordeste,Sim
2024-09-01,Fralda M,4,27.28,Norte,Não
2024-09-01,Fralda P,10,24.88,Sudeste,Não
2024-09-01,Papel Toalha FT,2,8.02,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,33,6.36,Sudeste,Não
2024-09-01,Papel Higiênico 30m,37,5.24,Sul,Não
2024-09-01,Fralda M,57,28.28,Sudeste,Não
2024-09-01,Papel Higiênico 30m,29,5.54,Nordeste,Não
2024-09-01,Lenço Umedecido,15,4.66,Sudeste,Não
2024-09-01,Papel Higiênico 30m,4,5.69,Sudeste,Não
2024-09-01,Lenço Umedecido,2,4.84,Sudeste,Não
2024-09-01,Papel Toalha FD,18,6.93,Norte,Não
2024-09-01,Papel Toalha FT,4,8.26,Sul,Não
2024-09-01,Papel Higiênico 40m,29,6.51,Sudeste,Não
2024-09-01,Papel Toalha FD,37,7.1,Sudeste,Sim
2024-09-01,Papel Higiênico 30m,59,5.47,Sudeste,Não
2024-09-01,Papel Higiênico 40m,12,6.51,Sudeste,Não
2024-09-01,Papel Higiênico 30m,69,5.67,Centro-Oeste,Sim
2024-09-01,Papel Higiênico 40m,20,6.4,Sul,Não
2024-09-01,Papel Higiênico 30m,144,5.34,Norte,Sim
2024-09-01,Papel Higiênico 30m,73,5.58,Sudeste,Não
2024-09-01,Papel Higiênico 30m,22,5.61,Sul,Não
2024-09-01,Papel Toalha FD,17,6.88,Sul,Não
2024-09-01,Papel Toalha FD,22,6.67,Sudeste,Não
2024-09-01,Papel Higiênico 30m,52,5.54,Centro-Oeste,Não
2024-09-01,Papel Toalha FD,24,7.51,Sudeste,Não
2024-09-01,Papel Higiênico 30m,12,5.62,Sudeste,Não
2024-09-01,Papel Toalha FD,23,7.18,Sudeste,Não
2024-09-01,Papel Toalha FT,26,7.85,Sul,Sim
2024-09-01,Papel Higiênico 30m,37,5.58,Centro-Oeste,Não
2024-09-01,Lenço Umedecido,72,5.01,Sudeste,Não
2024-09-01,Papel Higiênico 30m,27,5.45,Sudeste,Não
2024-09-01,Papel Higiênico 30m,1,5.33,Norte,Não
2024-09-01,Fralda P,74,25.22,Sudeste,Sim
2024-09-01,Papel Higiênico 30m,38,5.54,Nordeste,Não
2024-09-01,Fralda M,50,26.89,Sudeste,Não
2024-09-01,Fralda P,126,24.39,Sul,Não
2024-09-01,Papel Higiênico 30m,1,5.03,Sudeste,Não
2024-09-01,Fralda G,9,29.32,Sul,Não
2024-09-01,Papel Higiênico 40m,57,6.61,Nordeste,Não
2024-09-01,Papel Higiênico 30m,11,5.65,Centro-Oeste,Não
2024-09-01,Papel Higiênico 40m,34,7.26,Sudeste,Não
2024-09-01,Papel Higiênico 30m,20,5.45,Sudeste,Não
2024-09-01,Papel Higiênico 30m,9,5.4,Norte,Não
2024-09-01,Fralda P,9,24.75,Centro-Oeste,Não
2024-09-01,Fralda P,39,23.29,Sudeste,Não
2024-09-01,Fralda P,36,24.35,Sul,Não
2024-09-01,Lenço Umedecido,31,5.04,Sudeste,Não
2024-09-01,Fralda M,74,25.62,Sul,Não
2024-09-01,Papel Higiênico 30m,2,5.74,Sudeste,Sim
2024-09-01,Papel Toalha FT,3,7.77,Nordeste,Não
2024-09-01,Fralda P,7,25.21,Norte,Não
2024-09-01,Papel Higiênico 30m,9,5.39,Centro-Oeste,Não
2024-09-01,Fralda XG,12,28.5,Sudeste,Não
2024-09-01,Papel Higiênico 30m,90,5.79,Nordeste,Não
2024-09-01,Papel Toalha FD,25,6.5,Norte,Sim
2024-09-01,Fralda M,2,29.71,Sul,Não
2024-09-01,Papel Higiênico 50m,66,7.13,Sul,Não
2024-09-01,Papel Higiênico 30m,68,5.41,Centro-Oeste,Não
2024-09-01,Papel Toalha FD,5,6.5,Nordeste,Não
2024-09-01,Papel Higiênico 30m,51,5.43,Sudeste,Não
2024-09-01,Papel Toalha FD,155,6.95,Sudeste,Não
2024-09-01,Lenço Umedecido,4,4.68,Nordeste,Não
2024-09-01,Papel Toalha FT,298,8.3,Sudeste,Não
2024-09-01,Fralda P,16,26.45,Sul,Não
2024-09-01,Lenço Umedecido,21,4.56,Norte,Sim
2024-09-01,Fralda M,7,25.43,Centro-Oeste,Não
2024-09-01,Fralda XG,3,33.37,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,46,6.33,Nordeste,Não
2024-09-01,Fralda M,28,27.31,Norte,Não
2024-09-01,Lenço Umedecido,15,5.1,Nordeste,Não
2024-09-01,Papel Higiênico 30m,16,5.54,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,15,5.19,Nordeste,Não
2024-09-01,Papel Higiênico 30m,6,5.61,Sul,Não
2024-09-01,Fralda XG,36,31.85,Sudeste,Não
2024-09-01,Fralda P,47,25.83,Norte,Não
2024-09-01,Lenço Umedecido,42,5.23,Nordeste,Não
2024-09-01,Papel Higiênico 30m,2,5.75,Sudeste,Sim
2024-09-01,Papel Higiênico 30m,38,5.19,Nordeste,Não
2024-09-01,Papel Higiênico 30m,88,5.7,Centro-Oeste,Não
2024-09-01,Papel Toalha FT,28,7.69,Sudeste,Não
2024-09-01,Lenço Umedecido,1,5.06,Sul,Não
2024-09-01,Papel Higiênico 30m,52,5.77,Sudeste,Não
2024-09-01,Papel Higiênico 30m,70,5.51,Sudeste,Não
2024-09-01,Papel Higiênico 30m,2,5.69,Sul,Não
2024-09-01,Papel Toalha FD,6,7.52,Sul,Não
2024-09-01,Papel Toalha FT,5,7.76,Nordeste,Não
2024-09-01,Papel Higiênico 30m,5,5.1,Sul,Não
2024-09-01,Fralda P,18,23.09,Sul,Não
2024-09-01,Fralda M,45,29.06,Nordeste,Não
2024-09-01,Lenço Umedecido,21,4.73,Sul,Não
2024-09-01,Papel Higiênico 40m,125,6.5,Sul,Não
2024-09-01,Papel Higiênico 30m,143,5.64,Sudeste,Não
2024-09-01,Fralda M,20,28.38,Sul,Não
2024-09-01,Papel Higiênico 30m,16,5.67,Nordeste,Não
2024-09-01,Papel Higiênico 30m,7,4.95,Sudeste,Não
2024-09-01,Lenço Umedecido,35,4.99,Nordeste,Não
2024-09-01,Papel Higiênico 30m,70,5.69,Nordeste,Não
2024-09-01,Papel Higiênico 50m,25,7.68,Sudeste,Não
2024-09-01,Fralda P,49,26.77,Sul,Não
2024-09-01,Fralda XG,81,33.2,Sudeste,Não
2024-09-01,Lenço Umedecido,181,4.41,Sudeste,Não
2024-09-01,Papel Higiênico 30m,40,5.62,Sudeste,Não
2024-09-01,Papel Higiênico 40m,3,6.17,Sudeste,Não
2024-09-01,Fralda XG,36,29.72,Sul,Não
2024-09-01,Papel Toalha FT,28,7.96,Sul,Sim
2024-09-01,Papel Higiênico 30m,32,5.44,Norte,Não
2024-09-01,Papel Higiênico 30m,23,5.31,Sul,Sim
2024-09-01,Lenço Umedecido,1,4.82,Sudeste,Não
2024-09-01,Papel Higiênico 30m,2,5.56,Sudeste,Não
2024-09-01,Fralda M,6,27.88,Sudeste,Não
2024-09-01,Papel Higiênico 30m,17,5.2,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,67,6.71,Sudeste,Não
2024-09-01,Lenço Umedecido,1,4.68,Norte,Não
2024-09-01,Fralda M,12,27.85,Sudeste,Não
2024-09-01,Lenço Umedecido,93,4.96,Sudeste,Não
2024-09-01,Fralda M,34,27.62,Sudeste,Não
2024-09-01,Papel Higiênico 30m,5,5.41,Sul,Não
2024-09-01,Papel Higiênico 30m,62,5.52,Norte,Não
2024-09-01,Papel Higiênico 30m,44,5.23,Sudeste,Não
2024-09-01,Papel Higiênico 30m,19,5.91,Nordeste,Não
2024-09-01,Fralda P,289,25.78,Norte,Sim
2024-09-01,Fralda P,29,24.14,Norte,Não
2024-09-01,Papel Toalha FD,10,7.39,Sul,Sim
2024-09-01,Papel Toalha FT,9,8.18,Sudeste,Sim
2024-09-01,Fralda P,51,25.33,Sudeste,Não
2024-09-01,Papel Higiênico 30m,89,5.14,Sudeste,Não
2024-09-01,Papel Toalha FD,80,6.83,Sudeste,Não
2024-09-01,Fralda XG,10,29.87,Nordeste,Não
2024-09-01,Fralda G,33,27.75,Sudeste,Não
2024-09-01,Papel Higiênico 40m,67,6.81,Sudeste,Não
2024-09-01,Fralda P,19,24.59,Sul,Não
2024-09-01,Papel Toalha FD,23,6.9,Norte,Não
2024-09-01,Papel Higiênico 30m,5,5.99,Sul,Não
2024-09-01,Lenço Umedecido,13,5.14,Sudeste,Sim
2024-09-01,Lenço Umedecido,30,5.23,Sudeste,Não
2024-09-01,Papel Higiênico 40m,31,5.99,Sul,Não
2024-09-01,Papel Higiênico 30m,8,5.64,Sul,Sim
2024-09-01,Fralda G,33,29.44,Sudeste,Sim
2024-09-01,Papel Higiênico 40m,33,7.27,Nordeste,Não
2024-09-01,Papel Toalha FT,197,8.63,Sul,Não
2024-09-01,Fralda M,30,30.4,Sudeste,Não
2024-09-01,Papel Toalha FD,76,6.81,Sul,Não
2024-09-01,Fralda P,28,24.69,Sudeste,Não
2024-09-01,Papel Toalha FD,5,6.83,Sudeste,Não
2024-09-01,Papel Higiênico 40m,39,6.47,Sudeste,Não
2024-09-01,Papel Higiênico 30m,109,5.59,Sudeste,Sim
2024-09-01,Papel Toalha FT,122,8.53,Sul,Não
2024-09-01,Fralda G,50,27.73,Nordeste,Não
2024-09-01,Papel Higiênico 30m,23,6.02,Sudeste,Não
2024-09-01,Lenço Umedecido,48,4.67,Norte,Não
2024-09-01,Lenço Umedecido,45,4.83,Centro-Oeste,Não
2024-09-01,Fralda M,20,29.28,Centro-Oeste,Não
2024-09-01,Fralda P,12,25.81,Sudeste,Sim
2024-09-01,Papel Higiênico 30m,33,4.88,Centro-Oeste,Não
2024-09-01,Papel Higiênico 40m,26,6.52,Centro-Oeste,Não
2024-09-01,Fralda M,16,28.53,Norte,Não
2024-09-01,Papel Toalha FT,33,8.01,Sudeste,Sim
2024-09-01,Fralda XG,28,29.43,Sul,Sim
2024-09-01,Fralda M,185,28.92,Sudeste,Não
2024-09-01,Lenço Umedecido,11,5.09,Nordeste,Não
2024-09-01,Papel Higiênico 30m,79,5.55,Sudeste,Não
2024-09-01,Fralda M,1,24.88,Nordeste,Não
2024-09-01,Papel Higiênico 30m,17,5.52,Centro-Oeste,Não
2024-09-01,Fralda P,5,25.34,Sudeste,Não
2024-09-01,Fralda P,9,27.52,Norte,Não
2024-09-01,Papel Higiênico 30m,44,5.39,Sudeste,Não
2024-09-01,Fralda P,49,24.83,Sudeste,Não
2024-09-01,Fralda P,29,22.35,Sudeste,Não
2024-09-01,Papel Higiênico 30m,64,5.74,Sudeste,Não
2024-09-01,Fralda P,6,27.33,Centro-Oeste,Não
2024-09-01,Papel Higiênico 30m,53,5.84,Sudeste,Não
2024-09-01,Lenço Umedecido,5,4.9,Sudeste,Não
2024-09-01,Papel Higiênico 30m,7,4.75,Sul,Não
2024-09-01,Papel Toalha FD,80,6.95,Nordeste,Sim
2024-09-01,Papel Higiênico 40m,3,6.66,Sul,Não
2024-09-01,Lenço Umedecido,13,5.39,Centro-Oeste,Não
2024-09-01,Fralda G,100,26.09,Sudeste,Não
2024-09-01,Papel Higiênico 30m,51,5.29,Sudeste,Não
2024-09-01,Fralda P,31,26.21,Sudeste,Não
2024-09-01,Papel Higiênico 30m,49,5.25,Sudeste,Não
2024-09-01,Papel Higiênico 40m,8,6.71,Nordeste,Não
2024-09-01,Papel Higiênico 40m,23,6.6,Sudeste,Não
2024-09-01,Papel Toalha FT,9,8.06,Nordeste,Não
2024-09-01,Papel Higiênico 30m,47,5.26,Sudeste,Não
2024-09-01,Papel Higiênico 30m,13,5.36,Nordeste,Não
2024-09-01,Fralda G,72,30.33,Sudeste,Não
2024-09-01,Papel Higiênico 50m,42,7.15,Sudeste,Não
2024-09-01,Papel Higiênico 30m,11,5.55,Nordeste,Não
